Genre,TrackCount
"classic soul, disco, funk, motown, quiet storm, soul",1
"french indie pop, french rock, nouvelle chanson francaise",1
"popping, vapor twitch",1
"hoerspiel, kindermusik, kleine hoerspiel",1
"berlin minimal techno, big room, slap house",1
"discofox, schlager",1
"german alternative rap, german pop, hamburg hip hop, oldschool deutschrap",1
"childrens music, nursery, preschool childrens music",1
"american, big band, christmas music, classic pop and rock, country pop, easy listening, german indie, german pop, pop, standards, traditional pop, vocal jazz",1
"discofox, oktoberfest, partyschlager",1
"canadian celtic, cape breton folk, puirt-a-beul",1
"alternative hip hop, conscious hip hop, oakland hip hop, political hip hop",1
"german alternative rap, german jazz rap, german pop, german rock, hamburg hip hop, oldschool deutschrap",1
anthem,1
"german drill, german hip hop, german trap, hamburg hip hop",1
german cloud rap,1
"dream plugg, pluggnb, zoomergaze",1
"german alternative rap, german hip hop, hamburg hip hop",1
"cloud rap, experimental hip hop, hardcore hip hop",1
"rock uruguayo, uruguayan indie",1
"country, singer-songwriter",1
"dfw rap, memphis hip hop",1
"classic soundtrack, italian soundtrack",1
"frauenrap, german hip hop, german r&b",1
"alternative americana, new americana",1
"german pop, partyschlager",1
oldschool deutschrap,1
rap underground colombiano,1
"german pop, swiss pop",1
"violinist, classical, french violinist",1
"soundtrack, production music, score, library music, meme, royalty free",1
"german dance, hypertechno",1
"german pop, german rock, liedermacher",1
"canadian country, canadian indie, canadian singer-songwriter, ectofolk, kingston on indie",1
"canadian celtic, canadian singer-songwriter",1
"folk pop, neofolk, j-r&b, city pop, japanese indie, j-pop",1
musikkorps,1
"deep german hip hop, oldschool deutschrap",1
abstract hip hop,1
canadian trap,1
"classic russian pop, russian folk",1
"arkansas indie, hopebeat, indie poptimism, little rock indie",1
"hamburg hip hop, oldschool deutschrap",1
"classic greek pop, classic greek rock, entehno",1
"hypnagogic pop, indie pop, synthpop, electronic, funk, chillwave",1
"chicago bop, chicago drill, chicago rap, drill, hip hop, rap, trap",1
"punk, skate punk",1
"new wave of screamo, zoomergaze",1
bboy,1
"classic soul, disco, funk, new jack swing, post-disco, quiet storm, urban contemporary",1
"acoustic pop, indie folk, neo mellow, new americana, stomp and holler",1
dark trap,1
"british soul, hip house",1
"canadian hardcore, quebec hardcore, quebec punk",1
"canadian folk, canadian singer-songwriter, new americana",1
"lovers rock, old school dancehall, roots reggae",1
"canterbury scene, german prog, krautrock, progressive rock, symphonic rock",1
"canadian metal, classic canadian rock",1
"canadian indie rock, canadian rock, kingston on indie",1
"canadian pop, neo mellow, pop rock",1
"greek contemporary classical, soundtrack",1
classic country pop,1
"electronic trap, glitch hop",1
"greek pop, laiko, turkish hip hop",1
greek swing,1
indie psych-pop,1
"ballad, grupera, latin, latin pop",1
"cumbia del sureste, cumbia salvadorena",1
"rock chapin, rock en espanol",1
"latin christian, rap cristiano, reggaeton cristiano",1
"musica hondurena, pop catracho, punta rock",1
"musica hondurena, pop catracho, punta",1
indie catracho,1
"garifuna folk, musica hondurena, punta, punta rock",1
"crack rock steady, punk, ska, ska punk, skate punk",1
"persian pop, persian rock",1
future funk,1
vocal harmony group,1
"compositional ambient, japanese classical, japanese contemporary classical, japanese soundtrack",1
"indietronica, la indie, shimmer pop",1
"alternative metal, alternative rock, avant-garde metal, japanese, japanese band, likedis auto, metal, rock, visual kei",1
"funk, p funk, soul",1
pianissimo,1
oi,1
"detroit trap, scam rap",1
"rap, hip hop, gangsta rap, hip hop rnb and dance hall, boom bap, death by murder, east coast hip hop, hardcore hip hop, miami bass",1
"healing, meditation, sleep",1
"rock, alternative rock, metal, experimental, crossover, post-punk, usa, funk rock, alternative metal, pop rock, funk metal, rap metal, classic pop and rock, hard alternative",1
"bedroom pop, film composer, filmi, indian, soundtrack",1
"rock, alternative rock, american, punk rock, grunge, post-punk, usa, indie rock, new york, alternative, art rock, experimental rock, no wave, noise rock, classic pop and rock, 2008 universal fire victim, favoritos",1
"hip pop, neo soul, r&b, urban contemporary",1
"hungarian hip hop, hungarian underground rap",1
"big room, sky room",1
"alt z, indie electropop, modern alternative pop",1
"hungarian pop, magyar mulatos",1
"meme, meme rap, rage rap",1
"conscious hip hop, indie pop rap, underground hip hop",1
"dutch house, edm, electro house, electronic trap, viral trap",1
"hungarian folk, hungarian pop, magyar alternative",1
rwandan gospel,1
"cantautor, latin rock, spanish indie pop, spanish pop, spanish rock",1
"hungarian folk, hungarian pop, hungarian punk, magyar alternative",1
"hungarian folk, hungarian pop, hungarian rock, magyar alternative",1
epicore,1
"afrofuturism, art pop, deconstructed club, electra, fluxwork, footwork, intelligent dance music, spectra",1
"azontobeats, r&b francais",1
"acoustic pop, indiecoustica",1
"brostep, electronic trap, filthstep, glitch hop",1
"pop, hungarian, pop rock, hungary, magyar",1
icelandic jazz,1
"metal, heavy metal, rock, classic rock, power metal, hard rock, classic rock, blues rock, southern rock",1
"icelandic folk, icelandic indie, icelandic pop, icelandic rock",1
"classic icelandic pop, icelandic pop, icelandic rock, icelandic singer-songwriter, sunnlensk tonlist",1
"icelandic electronic, icelandic pop, icelandic rock",1
"breakbeat, house, progressive house, afroswing",1
"canadian celtic, canadian country, cape breton folk",1
"hard rock, metalcore, post-hardcore",1
"canadian indigenous music, powwow",1
"icelandic pop, icelandic rock, sunnlensk tonlist",1
vapor twitch,1
bossbeat,1
barnalog,1
"bc underground hip hop, country rap, maga rap",1
"dark clubbing, tech house",1
background jazz,1
"detroit hip hop, scam rap",1
baps,1
candy pop,1
"dutch house, electro house, melbourne bounce, melbourne bounce international, progressive electro house",1
study beats,1
"alternative metal, alternative rock, funk metal, funk rock, grunge, nu metal",1
"russian pop, ukrainian pop, ukrainian rock",1
"lo-fi vgm, pixel, vgm remix",1
"1960s, 1970s, 1980s, british, british jazz, dixieland, easy listening, english, folk jazz, jazz, new orleans jazz, swing, uk",1
"compositional ambient, experimental classical, icelandic classical, icelandic experimental, nordic soundtrack, soundtrack",1
"diva house, strut",1
"album rock, blues rock, classic rock, hard rock, rock",1
"avant-garde, funk rock, the lost generation, motorik, german, classic pop and rock, experimental rock, european, psychedelic rock, wir sind helden, progressive rock, krautrock",1
redneck,1
"latin, merengue, salsa, bachata",1
polish folk,1
"anthony newman, classical, composer, european, french, french composer, james levine, loren maazel, opera, pittsburgh symphony orchestra, romantic classical",1
"deconstructed club, portuguese pop, portuguese rock",1
musique acadienne,1
"pop, adult contemporary",1
"hamburg electronic, organic electronic",1
montenegrin pop,1
"alternative dance, alternative rock, chanteur, downtempo, dream pop, electronic, female singer-songwriter, folk pop, iceland, icelandic, indie pop, indie rock, islandais, islande, pop, pop folk, singer, singer-songwriter, singer",1
"songwriter, trip hop",1
"guyanese pop, indie anthem-folk",1
"mambo, musica tradicional cubana, son cubano",1
"canadian country, canadian singer-songwriter, classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",1
"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",1
"balearic, electronica, filter house, indietronica, norwegian space disco, nu disco",1
arunachal indie,1
"classic pakistani pop, modern bollywood",1
"desi pop, hindi indie, indian indie, modern bollywood",1
"tamil dance, telugu pop, tollywood",1
"afghan pop, chutney, classic bollywood, filmi",1
"desi pop, modern bollywood, punjabi pop",1
"indian indie, indian singer-songwriter",1
"filmi, hindi indie, modern bollywood, sufi",1
"mollywood, tamil pop",1
"desi hip hop, haryanvi pop, hindi hip hop",1
"desi emo rap, urdu hip hop",1
sinhala pop,1
"asian, filmi, indian",1
"hindi indie, indian folk, indian indie, indian rock, new delhi indie",1
"filmi, kollywood, tamil pop",1
"desi hip hop, doujin, punjabi pop",1
"gujarati pop, modern bollywood",1
"escape room, indietronica, neo-synthpop, new rave",1
"gujarati garba, hindi hip hop",1
"dancehall queen, jamaican dancehall",1
"bhangra, desi hip hop, desi pop, punjabi pop",1
"bollywood, desi, filmi, ghazal, gujarati garba, hindi pop",1
"garhwali pop, kumaoni pop",1
mantra,1
"modern bhajan, sufi",1
"canadian indigenous hip hop, canadian indigenous music",1
"classic pakistani pop, filmi, pakistani pop, sufi",1
"bhangra, bollywood, desi, punjabi",1
"bhangra, desi pop, punjabi hip hop, punjabi pop",1
"actually a cool guy, bhangra, punjabi pop",1
"hare krishna, healing, kirtan",1
indian folk,1
"desi hip hop, hindi hip hop, indian edm, indian indie",1
"boogie, contemporary r&b, electro-funk, singer-songwriter",1
"bollywood, desi, desi hip hop, hindi hip hop, hindi pop",1
"desi pop, indian indie, modern bollywood",1
"tamil indie, telugu pop, tollywood",1
"filmi, ajab gazab",1
"desi pop, indian singer-songwriter, modern bollywood",1
"indian edm, indian electronic, indian indie",1
"classic pakistani pop, filmi, modern bollywood",1
"indian folk, indian rock, kannada pop",1
"indonesian folk pop, indonesian lo-fi pop",1
"indonesian pop, yogyakarta indie",1
bandung indie,1
"bedroom pop, bergen indie, norwegian indie, pov: indie",1
"indonesian pop, malay, maluku",1
acoustic chill,1
"jazz, singer-songwriter",1
"indonesian folk, indonesian indie, indonesian jazz",1
"indie pop, la indie, pov: indie",1
"malay, malay pop, sholawat",1
"indie jazz, indonesian indie, indonesian pop",1
"indonesian city pop, indonesian jazz",1
"bandung indie, indonesian pop punk",1
"dangdut, funkot, hip hop, lagu jawa, miami bass",1
latinx alternative,1
"jazz funk, jazz guitar, smooth jazz, soul jazz, yacht rock",1
"indonesian indie, math rock",1
"3rd gen k-pop, boy group, c-pop, hip hop, k-pop, kpop, nct, sm, sm entertainment",1
"dangdut, funkot",1
classic indo pop,1
"british, dangdut, ebm, electro-industrial, electronic, funkot, futurepop, lagu jawa, n2, pop, synth-pop, synthpop, trance",1
indonesian singer-songwriter,1
"dangdut koplo, lagu jawa",1
"indonesian idol pop, indonesian pop",1
"nz hip hop, pacific islands pop",1
"bogor indie, indonesian punk",1
"indonesian indie, indonesian singer-songwriter",1
"indonesian folk pop, indonesian singer-songwriter",1
"indonesian folk, indonesian indie, indonesian indie pop",1
"dutch edm, pop edm, speed house",1
"girl group, k-pop, pop rap",1
"soundtrack, american, snes, game composer, game, video game, score, vgm, video game music, united states, edit, orchestral soundtrack, scorecore",1
"neo r&b, neo soul",1
indonesian city pop,1
wrestling,1
"bedroom pop, dream pop",1
"indonesian indie, indonesian jazz, indonesian pop",1
montreal indie,1
"electronic, downtempo, big beat, house, british, uk, techno, electronica, synth-pop, electropop, ambient techno, ambient dub, funky house, alternative dance, english, trip hop, dance and electronica",1
"indonesian jazz, indonesian pop, indonesian pop rock, indonesian rock",1
javanese dangdut,1
"indonesian pop, jazz, sholawat",1
"indonesian pop, indonesian rock",1
"indonesian jazz, jazz pop, indonesian pop, indonesian r&b",1
"indonesian pop, indorock, malay, malay pop",1
"indonesian indie, indonesian indie pop, indonesian psychedelia",1
"indonesian jazz, indonesian pop, indonesian worship",1
"acid jazz, brit funk, modern funk",1
indonesian rock,1
"indonesian hip hop, indonesian pop rock",1
"bali indie, indonesian indie",1
"dutch edm, uk dance",1
new jersey rap,1
scottish techno,1
"deep disco house, hamburg electronic, minimal techno",1
"boy band, europop",1
"deep groove house, house, tech house",1
"folk, irish music",1
australian techno,1
"irish pop, musical advocacy",1
"classic rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",1
irish rebel song,1
"rock, psychedelic rock, rock, rock music, soft rock",1
"bass house, old school bassline, uk garage",1
"celtic, irish accordion, irish folk, irish rock",1
"bass house, deep groove house, house, tech house, uk dance",1
"alternative dance, alternative rock, art pop, dance rock, dance-punk, electronic rock, electronica, indie rock, indietronica, neo-synthpop, new rave",1
"album rock, art rock, british invasion, classic rock, folk rock, glam rock, protopunk, psychedelic rock, rock, singer-songwriter",1
"folk-pop, indie anthem-folk, irish rock",1
irish neo-traditional,1
"danish, progressive rock, progressive pop, gospel, psychedelic rock, mizrahi",1
"trance, breslov, psychedelic, goa trance",1
"rock, electronic, synthpop, pop, alternative rock, 70s, 80s, 90s, dance, british, new wave, electro, uk, synth-pop, pop rock, new romantic, english, 00s, classic pop and rock, male vocalists, 10s, new romantics, duran",1
"adult standards, arkansas country, classic country pop, folk rock, mellow gold, nashville sound, singer-songwriter, soft rock",1
"progressive psytrance, psychedelic trance, trance brasileiro",1
duduk,1
"alternative country, folk, new americana, roots rock",1
"italian tech house, tech house",1
"italian hip hop, italian pop, pop virale italiano",1
"pop virale italiano, trap italiana",1
indie napoletano,1
"cantautora mexicana, latin alternative, mexican rock, rock en espanol",1
"heavy rock, psychedelic rock, stoner rock",1
"emo trap italiana, italian hip hop, trap italiana",1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, italian trap, johny johny yes papa, kids hut, kids songs, lazy asses, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, test merging tags test, traditional, uk, unknown, wheels on the bus",1
"album rock, classic canadian rock, classic rock, country rock, folk rock, hard rock, mellow gold, rock, singer-songwriter, soft rock",1
"canzone napoletana, italian, italian trap, neapolitan, neomelodico, pop, rap",1
"azontobeats, nigerian hip hop, nigerian pop",1
"emo trap italiana, trap metal italiana",1
"italian hip hop, rap genovese",1
"schlager, comedy",1
"emo rap italiano, pop virale italiano, trap italiana",1
"indie liguria, italian alternative, italian indie pop, italian pop, rap napoletano",1
"indie folk italiano, italian alternative, italian indie pop, turin indie",1
"korean metal, visual kei",1
sheffield indie,1
"classical, american, composer, contemporary classical, 20th century, american composer, modern classical, anime",1
"italian hip hop, rap genovese, trap italiana",1
"jazz, smooth jazz",1
"beat italiano, classic italian pop, italian adult pop",1
"italian electronica, rome indie",1
"00s, 50s, 60s, 70s, 80s, 90s, bolero, classic pop and rock, cuba, female vocalists, guaracha, latin, latin pop, salsa, spanish",1
"italian indie pop, rome indie",1
rome indie,1
"drill italiana, trap metal italiana",1
"lodovica comello, il mondo di patty, violetta, sanremo 2017",1
rap italiano old school,1
musica etnica,1
"italian adult pop, italian pop, italian tenor, operatic pop",1
"italian pop, italian singer-songwriter, italo dance, italo disco, jazz, pop",1
"argentine rock, latin rock",1
"indie rock italiano, italian alternative, italian indie pop",1
"rock, alternative rock, garage punk, post-punk",1
"funk metal, italian alternative, italian punk",1
slowed and reverb,1
"melodic rap, miami hip hop",1
"alternative rock, crossover prog, dream pop, indie rock, nu-gaze, rock and indie, shoegaze",1
"canzone napoletana, hip hop, neomelodico",1
"alternative r&b, canada, chanson, french music, quebec, quebecois",1
"atl hip hop, canadian hip hop, indie hip hop, underground hip hop",1
modern jazz piano,1
"disco house, funky house, jazz house, nu disco",1
8d,1
"hyperpop italiano, italian hip hop",1
deep uplifting trance,1
"balearic, canzone napoletana, electronic, funk, italian folk, italian folk music, italian singer-songwriter, musica sarda, neomelodico, pop, rock, soul",1
"british orchestra, orchestra",1
"rock, pop, italian, electropop, dance-pop, pop rock, r&b",1
"italian library music, vintage italian soundtrack",1
"neomelodico, italian trap, canzone napoletana",1
"italian adult pop, musica per bambini",1
"melodic house, montreal indie",1
"classic italian pop, swing italiano",1
italian classical piano,1
"italian hip hop, rap sardegna",1
"classic pop and rock, slowcore",1
"melancholia, slowcore",1
"italian rock, iralian indie, italian music, italia, indie, italy, italina, rock, alternative, indie rock",1
kodomo no ongaku,1
"city pop, j-indie, japanese electropop, japanese r&b",1
"doujin, touhou, 同人, doujin circle, 東方project, 同人サークル",1
j-poprock,1
"anime, classic j-pop, j-pop, j-rock",1
"alternative metal, christian rock, nu metal, post-grunge",1
"anime, vocaloid",1
"classic anime, classic j-pop",1
"j-pop, j-r&b, japan, japanese, pop, singer-songwriter",1
"j-idol, j-pop, j-poprock",1
"j-r&b, j-rap",1
"anime, j-pop, japanese r&b",1
"j-pop, j-rock, japanese alternative rock",1
"j-rap, japanese drill, japanese trap",1
"j-pop, jpop, pop, indie, j-rock",1
kentucky hip hop,1
"j-rock, japanese garage rock",1
"chinese traditional, japanese traditional, koto",1
"bitpop, japanese dance pop, japanese electropop",1
telugu worship,1
"j-reggae, japanese dance pop",1
"anime, j-pixie, vocaloid",1
"j-pixie, j-rock, japanese alternative rock, japanese electropop",1
"classic city pop, j-pop",1
"j-rap, japanese r&b",1
"anime rock, j-rock, japanese alternative rock",1
power metal,1
"turkish, turkish folk music",1
"kazakh pop, q-pop",1
remix brasileiro,1
"kazakh pop, russian electronic",1
"kazakh indie, q-pop",1
lo-fi chill,1
"kazakh hip hop, q-pop",1
brit funk,1
"belarusian hip hop, russian gangster rap",1
"cloud rap, dark trap, emo rap",1
boy pop,1
latvian rock,1
"electropop, indie electropop",1
"hard rock, vaporwave, city pop",1
"ukrainian experimental, ukrainian folk, ukrainian folk rock, ukrainian indie",1
"narodna muzika, turbo folk",1
"bass house, edm, electro house, house, melbourne bounce, pop dance, progressive house, tech house",1
"pixie, pop emo, pop punk",1
"auckland indie, indietronica, kiwi rock, metropopolis, shimmer pop",1
"eurodance, euro house",1
kolo,1
"dirty south rap, east coast hip hop, hardcore hip hop",1
"dainuojamoji poezija, lithuanian indie, sung poetry",1
"g-house, lithuanian edm",1
"classical, classical era, early romantic era",1
"american, boom bap, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, political hip hop, political rap, pop rap, relic inn, west coast hip hop, west coast hip-hop",1
"christian hip hop, gospel, gospel r&b",1
"brazilian edm, trance brasileiro",1
"hard house, rally house",1
"hopebeat, indie poptimism, metropopolis, neo-synthpop, nyc pop",1
"georgian alternative, georgian rock",1
"electropunk, dance-punk, hyperpop, hyperpop",1
macedonian indie,1
"soundtrack, video game music",1
"nyc pop, retro soul",1
"academy award winner, american, classical, electro, funk, fusion, hard bop, jazz, jazz and blues, jazz funk, jazz fusion, jazz-funk, modal jazz, post bop, post-bop, soul jazz",1
australian indie folk,1
"afrofuturism, escape room, indie soul",1
"atlantic canada hip hop, deep underground hip hop, halifax indie",1
"chanson, chanson francaise, french, french pop, singer-songwriter",1
bronx hip hop,1
belarusian pop,1
"melancholia, norwegian singer-songwriter",1
"luxembourgian hip hop, luxembourgian pop",1
"canadian indigenous music, inuit pop",1
"soul flow, underground hip hop",1
west coast trap,1
"rai, french rap",1
"melodic rap, south carolina hip hop, trap",1
"acid techno, edm trap",1
"big room, progressive electro house",1
"pop, american, easy listening, country pop, big band, vocal jazz, classic pop and rock, standards, traditional pop, christmas music, adult standards, french house",1
boston hip hop,1
"brostep, dubstep, gaming dubstep",1
"dance, pop and chart",1
space rock,1
st louis rap,1
"aussie drill, australian hip hop, australian trap, australian underground hip hop, west australian hip hop",1
pink noise,1
"big room, deep tropical house, pop dance, pop edm",1
rhode island rap,1
"kizomba, musica angolana, rap angolano",1
"classical, german, german composer, orchestral, composer, organist, baroque, latin, european, bach, mass, wagner, six, 134a, motet, mathauspassion, messe h-moll, vox, cantata, cantata 147, bach double violin concerto, helmut walcha, 1036, bertalan hock, gramophone selection, french pop",1
"philly drill, philly rap",1
"complextro, gaming edm, melodic dubstep",1
"folk rock, malay, malay pop, malaysian pop, pop rock",1
"malay rap, malaysian hip hop",1
"heartland rock, malay, malay pop, malaysian pop, pop rock, rock, singer-songwriter",1
"ethnotronica, organic electronic",1
malaysia,1
"malaysian indie, malaysian pop",1
"classic malaysian pop, malaysian pop, rock kapak, zikir",1
"malaysian indie, malaysian pop, rock kapak",1
"hip-hop, malaysia, producer, rap, rapper",1
"heartland rock, indonesian pop, malay, malay pop, pop rock, rock, singer-songwriter",1
"dangdut, malay, malay pop, malay rap",1
"grenada soca, malaysian pop, rock kapak",1
"boom bap, chillwave, downtempo, hip hop, instrumental, instrumental hip hop, lo-fi, lo-fi hip hop, malay rap",1
"classic indonesian rock, indonesian pop rock",1
"contemporary jazz, jazz, jazz and blues, malay, malay pop, malay rap, malaysian pop, soul jazz, vocal jazz",1
islamic recitation,1
"alt z, australian alternative pop, singer-songwriter pop",1
"indonesian pop, malay, malaysian pop",1
"malay pop, malay",1
"k-pop, soundtrack",1
"soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose, malay, malay pop, malaysian pop",1
"chill r&b, indie r&b",1
"classic malaysian pop, malaysian pop, rock kapak",1
"classic malaysian pop, malaysian pop, singaporean pop",1
"alt z, singer-songwriter pop, teen pop",1
"trance, pop, hardcore, dance, house, hip hop, techno, electronica, psytrance, tech house, progressive trance, progressive house, trap, future bass, malay, malay pop, malaysian pop, dangdut, malay rap",1
"malaysian tamil pop, tamil pop",1
new americana,1
"dangdut, dangdut remix",1
"malay, malay pop, indonesian pop",1
"dangdut, malay, malay pop, malaysian pop",1
"classify, new age piano, sleep",1
"big beat, soundtrack",1
"latin rock, mexican indie",1
italian lounge,1
"gnawa, moroccan chaabi, moroccan pop, rai",1
"alabama rap, florida rap",1
"rap tunisien, reggae maghreb, tunisian pop",1
"2020s, alternative pop, indie pop, pop rock, rai",1
musique mariage algerien,1
"musique comorienne, pop urbaine",1
"arabic hip hop, rap tunisien, tunisian pop",1
north moroccan rap,1
"chiptune, speedrun",1
"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock",1
"moroccan pop, rai, tunisian pop",1
kabyle moderne,1
piano cover,1
"alternative pop, arabic hip hop, dream pop, moroccan pop, pop",1
reggae maghreb,1
kabyle,1
"doom underground. their recordings circulate digitally via bandcamp and streaming platforms, and their influence continues to be cited by later generations of extreme bands. disambiguation: this is mugwart (virginia beach, mugwart (has nothing to do with (“mugwort”), needs to be removed, sludge hardcore punk, moroccan rap",1
"moroccan pop, rai, reggae maghreb",1
"memphis phonk, russian edm",1
"rock, alternative rock, american, singer-songwriter, indie rock, country, folk rock, americana, alternative country, roots rock, english, christmas",1
traphall,1
"neoclassical darkwave, new age, new age piano",1
"classic hardstyle, euphoric hardstyle",1
dutch idol pop,1
"dutch drill, dutch rap pop",1
"dutch rap pop, slow game",1
"canadian drill, canadian hip hop, toronto rap",1
"hiphop, nederpop, rap",1
"levenslied, hollands, moombahton",1
"canadian electronic, electro house, pop edm",1
"classic hardstyle, euphoric hardstyle, melbourne bounce international",1
"dutch rock, nederpop",1
"movie tunes, tagalog worship",1
"alberta country, canadian contemporary country, canadian country, canadian singer-songwriter, cowboy western",1
"swedish indie pop, swedish singer-songwriter",1
"big room, dutch trance, edm, pop dance, progressive house, trance, uplifting trance",1
"thrash metal, heavy metal, nu metal, metalcore, speed metal, death metal, japanese",1
"nederpop, vintage dutch pop",1
"childrens music, kindie rock",1
classic progressive house,1
"deep euro house, dusseldorf electronic, german techno",1
hel,1
"italian trance, progressive house, trance, uplifting trance",1
"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house",1
"dancehall, jamaican dancehall, traphall, trinibad",1
moroccan rock,1
ethiopian pop,1
anime score,1
judaica,1
"dutch pop, lustrum",1
coptic hymn,1
"live, american, blues, blues rock, classic pop and rock, classic rock, contemporary folk, country, country rock, dylan bootleg series, favoritos, folk, folk rock, gospel, greenwich village scene, icon, jazz, nederpop, pledging my time, pop rock, pop",1
"punk rock, outsider, synth-punk",1
"american, country, country pop, nashville sound, country singer, disco, post-disco",1
instrumental progressive metal,1
"boy band, contemporary r&b, frenchcore, hardcore, hardstyle, hip hop rnb and dance hall",1
"audiobook, author, british, deu, english, fantasy, fascist, frenchcore, gabber, hardcore, hardcore techno, hardstyle, has german audiobooks, non-musician, queerphobe, speedcore, terf, transphobe, uk",1
voetbal,1
"hardstyle, hardcore",1
cartoon,1
"blues, retro soul, soul blues",1
"canadian indie, canadian singer-songwriter, halifax indie",1
"dancehall, traphall, trinibad",1
uk tech house,1
"dutch edm, dutch house, edm, electro house, pop dance, progressive electro house, progressive house",1
"heavy metal, fantasy, freedom, love, life, fixme japanese capitalization, fighting, polka",1
"brostep, canadian electronic, dubstep, edm, electro house, progressive electro house",1
"basshall, dancehall",1
"dutch hip hop, dutch indie, dutch pop",1
"bass house, deep groove house, edm, electro house, future house, house, pop dance, progressive house",1
"australian rock, classic nz pop, kiwi rock, nz singer-songwriter",1
"nz dnb, nz pop",1
"nz reggae, waiata maori",1
"nz gangsta rap, nz hip hop, polynesian hip hop",1
"nz hip hop, nz reggae, pacific islands pop",1
nz folk,1
"chicago rap, dirty south rap, gangster rap, trap",1
"nz electronic, nz pop",1
kiwi rock,1
"10 cd, 1933, 2008 universal fire victim, blues, cotm candidate, death by cirrhosis, eddie rubin, footwork, jazz, rock and indie, standards, swing, traditional pop, vocal jazz, vocalist, zydeco",1
"black americana, funk, retro soul, soul",1
"adult standards, bubblegum pop, doo-wop, lounge, northern soul, rock-and-roll, rockabilly",1
"classic nz pop, pacific islands pop",1
"1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, ambient, aussie drill, bing crosby fank sinatra louis armstorng nat king cole doris day, black metal, bogus, bogus artist, british, classical, cleanup, composer, cotm, death metal, dont rate the [unknown] artist, dumping ground, easy listening soundtracks and musicals, fix, fix tags, fixme, fixme [spa] mess, fixme or cleanup, fixme-probably not a real artist, has german audiobooks, johny johny yes papa, kids hut, kids songs, lazy asses, merge, merge all the unrighteous fellows are all unpardonable!, merge into [anonymous] or [traditional], merge me, mergeme, meta artist, nursery rhymes, nursery rhymes collection, nursery rhymes playlist, nz reggae, pop and chart, relaxation, rhymes, software company as artist, soundtrack, spamess, special purpose, special purpose artist, stop merging crap so my tags get fucked up, test merging tags test, traditional, uk, unknown, wheels on the bus",1
"nz reggae, pacific islands pop",1
"dance pop, post-teen pop",1
"pacific islands pop, samoan pop",1
"new zealand, singer-songwriter",1
"conscious hip hop, indie pop rap",1
"lovers rock, modern reggae, reggae, roots reggae",1
"musica nicaraguense, rock nica",1
"afrobeats, afroswing, dancehall, uk dancehall, uk hip hop",1
"canadian contemporary country, canadian country, country road",1
"album rock, blues rock, british blues, classic rock, country rock, electric blues, folk rock, hard rock, mellow gold, psychedelic rock, rock, singer-songwriter",1
"dark rock, finnish alternative rock, gothic metal",1
chicago soul,1
"soca, vincy soca",1
"big room, slap house",1
"deep smooth jazz, smooth jazz",1
"ectofolk, lilith, pop rock",1
"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",1
"acid rock, album rock, blues rock, classic canadian rock, classic rock, hard rock, proto-metal, rock, singer-songwriter, soft rock",1
lo-fi cover,1
"alberta country, canadian contemporary country, canadian country, country, country dawn, country road",1
lo-fi study,1
classic praise,1
belarusian electronic,1
"uk, brighton, england, punk",1
"synth-pop, synthwave, indie rock, dream pop, new wave, visual kei, post-punk",1
"detroit hip hop, flint hip hop",1
